alternativeId,name,address.streetAddress,address.addressLocality,address.addressRegion,address.postalCode,adress.addressCountry,location,telephone,opeId,ipedsId,url
167969,IVAEM College,14 Intendente Ramirez St,Caguas,PR,00725-0000,US,"Caguas, PR",787-743-5327,3469300,438984,
167978,International Business School--MCKINNEY,X-MCKINNEY,MCKINNEY,TX,,US,"MCKINNEY, TX",,,439002,
167987,Midwest College of Oriental Medicine,"4334 N Hazel, Suite 206",Chicago,IL,60613-1429,US,"Chicago, IL",800-593-2320,3061201,439020,www.Acupuncture.edu
167996,Lincoln Technical Institute - Hamden,109 Sanford St,Hamden,CT,6514,US,"Hamden, CT",203-287-7300,730301,439039,www.newenglandtechniclinstitute.com
168050,Pierce College at Puyallup,1601 39th Ave SE,Puyallup,WA,98374-2222,US,"Puyallup, WA",253-840-8400,500003,439145,www.pierce.ctc.edu/
168087,Cascadia Community College,18345 Campus Way NE,Bothell,WA,98011-8205,US,"Bothell, WA",425-352-8000,3483500,439190,www.cascadia.edu
168184,East West College of Natural Medicine,3808 N. Tamiami Trail,Sarasota,FL,34234-0000,US,"Sarasota, FL",941-355-9080,3429700,439394,www.ewcollege.org
168193,J & J Hair Design College,319 Pass Road,Gulfport,MS,39507,US,"Gulfport, MS",228-864-4663,3464300,439400,
168209,Lincoln Technical Institute - Fern Park,7275 Estapona Circle,Fern Park,FL,32730-2351,US,"Fern Park, FL",407-673-7406,3390300,439437,www.americareschools.com
168218,Atlantic Institute of Oriental Medicine,"100 E Broward Blvd, Suite 100",Fort Lauderdale,FL,33301-3510,US,"Fort Lauderdale, FL",954-763-9840,3429600,439446,www.atom.edu
168227,"MDT College of Health Sciences, Inc.",325 Alpha Park Dr,Highland Heights,OH,44143,US,"Highland Heights, OH",440-449-1700,3468500,439455,www.atsinstitute.com
168236,Bennett Career Institute,700 Monroe Street N.E.,Washington,DC,20017,US,"Washington, DC",202-526-1400,3409600,439473,
168245,Blue Cliff College - Shreveport,8731 Park Plaza Drive,Shreveport,LA,71105,US,"Shreveport, LA",318-425-7941,3294306,439482,www.bluecliffcollege.com
168254,Blue Cliff College - Lafayette,100 Asma Blvd Ste 350,Lafayette,LA,70508-3862,US,"Lafayette, LA",337-269-0620,3294303,439491,
168263,Quest College,"5430 Fredericksburg Road, Suite 310",San Antonio,TX,78229,US,"San Antonio, TX",210-366-2701,3400300,439507,
168272,Center for Employment Training - Cleveland,540 E 105th Street,Cleveland,OH,44108,US,"Cleveland, OH",216-851-1919-127,3462300,439516,cetcleveland.com
168281,Central Florida Institute - Palm Harbor,30522 U.S. Highway 19 North,Palm Harbor,FL,34684,US,"Palm Harbor, FL",727-786-4707-222,3425400,439525,cfinstitute.com
168290,Politec Institute,Guadalupe St #78,Ponce,PR,731,US,"Ponce, PR",787-843-0204-7024,3461400,439534,
168306,Chicago Urban League Computer Training Center,"220 South State Street, 11th Floor",Chicago,IL,60604,US,"Chicago, IL",312-692-0766,3472300,439543,cul-chicago.org
168315,Columbia Green Beauty School,342 Main St,Catskill,NY,12414,US,"Catskill, NY",518-943-2224,3451300,439561,
168324,Community Care College,4242 South Sheridan,Tulsa,OK,74145,US,"Tulsa, OK",918-610-0027,3367400,439570,www.communitycarecollege.edu
168333,Marinello School of Beauty - Topeka,109 Southwest 29th Street,Topeka,KS,66611,US,"Topeka, KS",785-267-7701,3450300,439589,
168342,Medacom College,4047 Clipper Court,Fremont,CA,94538,US,"Fremont, CA",510-742-9600,3415300,439598,ITSCTI.NET
168351,Coryell Cosmetology College,608 Leon St,Gatesville,TX,76528,US,"Gatesville, TX",254-248-1716,3509400,439604,
168360,Crossroads Bible College,601 N Shortridge Rd,Indianapolis,IN,46219-4912,US,"Indianapolis, IN",317-352-8736-222,3456700,439613,www.crossroads.edu
168388,Fayette Beauty Academy,386 N Glynn St,Fayetteville,GA,30214,US,"Fayetteville, GA",770-461-4669,3445500,439631,www.fayettbeautyacademy.com
168403,Harlem School of Technology,215 W 125th St,New York,NY,10027-4426,US,"New York, NY",212-932-2849,3315300,439659,
168412,HDS Truck Driving Institute,6251 S. Wilmot Road,Tucson,AZ,85706,US,"Tucson, AZ",520-721-5825-219,3445300,439668,kathychdsdrivers.com
168421,International Training Careers,7360 S.W. 24th Street,Miami,FL,33155,US,"Miami, FL",305-263-9696,3411400,439686,
168430,James Albert School of Cosmetology,"1835 Newport Boulevard, Suite A-200",Costa Mesa,CA,92627-3831,US,"Costa Mesa, CA",949-646-1616,3485400,439695,
168449,The King's University,2121 E. Southlake Boulevard,Southlake,TX,76092,US,"Southlake, TX",817-552-3700,3516300,439701,www.gateway.kingsuniversity.edu
168467,Lacy Cosmetology School,3084 Whiskey Rd,Aiken,SC,29803,US,"Aiken, SC",803-648-6181,3513300,439729,www.lacyschools.com
168476,Fortis College - Baton Rouge,9255 Interline Avenue,Baton Rouge,LA,70809-1908,US,"Baton Rouge, LA",225-248-1015,3480300,439738,www.medvance.edu
168485,My-Le's Beauty College,5972 Stockton Blvd,Sacramento,CA,95824-3039,US,"Sacramento, CA",916-422-0223,3458300,439747,
168494,NAWCC School of Horology,514 Poplar St,Columbia,PA,17512-2130,US,"Columbia, PA",717-684-8261,3439400,439756,www.nawcc.org/school
168500,New Concept Massage and Beauty School,2022 SW 1st St,Miami,FL,33135,US,"Miami, FL",305-642-3020,3433400,439774,
168519,New York College of Traditional Chinese Medicine,155 First St,Mineola,NY,11501,US,"Mineola, NY",516-739-1545,3443300,439783,www.nyctcm.edu
168528,Fortis College - Orange Park,700 Blanding Blvd. Suite 16,Orange Park,FL,32065,US,"Orange Park, FL",904-269-7086,3434300,439792,
168537,Northeastern Seminary at Roberts Wesleyan College,2265 Westside Dr,Rochester,NY,14624,US,"Rochester, NY",585-594-6000,3419400,439817,www.nes.edu/
168546,Bryan College,2317 Gold Meadow Way,Gold River,CA,95670-4443,US,"Gold River, CA",916-649-2400-230,3399300,439826,www.ntcollege.com
168555,Omega Institute of Cosmetology,229 B S Hollywood Rd,Houma,LA,70360-2716,US,"Houma, LA",985-876-9334,3498400,439844,omegainstitutes.com
168564,Pacific Islands University,172 Kinney's Road,Mangilao,GU,96913-5917,US,"Mangilao, GU",671-734-1812,3438300,439862,www.piu.edu
168573,PCI College,17215 Studebaker Rd #310,Cerritos,CA,90703,US,"Cerritos, CA",562-916-5055,3479300,439871,www.pci-ed.com
168582,Rosedale Bible College,2270 Rosedale Rd,Irwin,OH,43029,US,"Irwin, OH",740-857-1311,3425300,439899,www.rosedale.edu
168591,Saint Francis Career College,3680 E. Imperial Highway,Lynwood,CA,90262,US,"Lynwood, CA",310-900-8050,3359300,439905,
168607,Seattle Institute of Oriental Medicine,444 NE Ravenna Blvd. Suite 101,Seattle,WA,98115,US,"Seattle, WA",206-517-4541,3280300,439914,www.siom.edu
168616,Shawnee Beauty College,410 E Main St,Shawnee,OK,74801,US,"Shawnee, OK",405-275-3182,3453400,439932,
168625,Shore Medical Center,1 East New York Avenue,Somers Point,NJ,08244-2387,US,"Somers Point, NJ",,,439941,
168634,Acupuncture and Massage College,10506 N Kendall Dr,Miami,FL,33176,US,"Miami, FL",305-595-9500,3414500,439969,WWW.AMCOLLEGE.edu
168643,Southeastern School of Cosmetology,26b Phillips Dr,Midfield,AL,35228-2233,US,"Midfield, AL",205-925-0011,3459300,439978,
168652,Tennessee Career College,443 Donelson Pike,Nashville,TN,37241,US,"Nashville, TN",615-874-0774,3454300,439987,www.tennesseecareercollege.com
168661,Universal Therapeutic Massage Institute,3410 Aztec Rd NE,Albuquerque,NM,87107-4403,US,"Albuquerque, NM",505-888-0020,3430300,439996,WWW.UTMI.COM
168670,Upper Valley Educators Institute,194 Dartmouth College Highway,Lebanon,NH,3766,US,"Lebanon, NH",603-448-6507,3437300,440004,www.uvti.org
168689,Wrightco Technologies Technical Training Institute,728 Ben Franklin Hwy,Ebensburg,PA,15931-1571,US,"Ebensburg, PA",800-372-5211,3455400,440022,www.wrightco.com
168698,Keck Graduate Institute,535 Watson Dr,Claremont,CA,91711,US,"Claremont, CA",909-607-7855,3853300,440031,www.kgi.edu
168704,Aviation Institute of Maintenance - Atlanta,2025 Satellite Point,Duluth,GA,30096,US,"Duluth, GA",678-377-5600,3523300,440059,www.AIM-Atlanta.com
168713,Thompson Institute,2593 Philadelphia Ave,Chambersburg,PA,17201,US,"Chambersburg, PA",717-709-9400,491002,440068,thompson.edu
168722,National Beauty College,"354 East I-30, Suite A",Garland,TX,75043,US,"Garland, TX",972-278-2020,3144300,440077,nationalbeautycollege.com
168731,Star Career Academy - Egg Harbor,3003 English Creek Ave Unit 212,Egg Harbor,NJ,8234,US,"Egg Harbor, NJ",609-407-2999,780402,440086,starinstitute.com
168740,Empire Beauty School - Kennesaw,"2615 George Busbee Parkway, Suite 9",Kennesaw,GA,30144,US,"Kennesaw, GA",800-223-3271-2414,1260602,440101,www.empire.edu
168795,Harrison Career Institute - Pittsburgh,"717 Liberty Avenue, Suite 800",Pittsburgh,PA,15222,US,"Pittsburgh, PA",412-562-4999,2586802,440156,hci.edu
168810,Career Training Academy,1500 Northway Mall Ste 200,Pittsburgh,PA,15237,US,"Pittsburgh, PA",412-367-4000-10,2609502,440174,www.careerta.com
168838,Huntingdon County Career and Technology Center,Vo Tech Dr,Mill Creek,PA,17060,US,"Mill Creek, PA",814-643-0951,3535300,440217,hcctc.org
168847,Missouri College of Cosmetology North,3014 East Sunshine Street,Springfield,MO,65804,US,"Springfield, MO",417-887-1501,3519300,440226,www.missouricosmo.com
168856,Keyskills Learning,50 Mount Prospect Ave,Clifton,NJ,7013,US,"Clifton, NJ",973-778-8136,3530300,440235,www.keyskillslearning.com
168874,Midwest University,851 Parr Rd,Wentzville,MO,63385,US,"Wentzville, MO",636-327-4645,3528300,440253,www.midwest.edu
168883,New York Automotive and Diesel Institute,178-18 Liberty Avenue,Jamaica,NY,11433-1433,US,"Jamaica, NY",718-658-0006,3537300,440262,www.NewYorkADI.com
168892,Remington College - Baton Rouge,10551 Coursey Boulevard,Baton Rouge,LA,70816,US,"Baton Rouge, LA",225-922-3990,3026515,440271,
168953,Florida Center for Theological Studies,"111 NE First Street, 8th Floor",Miami,FL,33132,US,"Miami, FL",305-379-3777,,440350,www.fcts.edu
168971,Centura College,7001 W. Broad St.,Richmond,VA,23294,US,"Richmond, VA",804-672-2300,3126401,440378,www.tidetech.com
168980,Kansas Christian College,"800 E 101st Terrace, Suite 100",Kansas City,MO,64131,US,"Kansas City, MO",816-444-2232,3099301,440387,metropolitancollege.edu
168999,New Saint Andrews College,405 S. Main Street,Moscow,ID,83843,US,"Moscow, ID",208-882-1566,4150200,440396,www.nsa.edu
169008,Arkansas State University - Newport,7648 Victory Blvd.,Newport,AR,72112,US,"Newport, AR",870-512-7800,4203400,440402,www.asun.edu
169123,Georgia Aviation & Technical College,71 Airport Rd - Heart of Georgia Regional Airport,Eastman,GA,31023,US,"Eastman, GA",478-374-6980,3576300,440615,www.gavtc.org
169150,Atenas College,Paseo de La Atenas  #101,Manati,PR,674,US,"Manati, PR",787-884-3838,3544300,440651,
169202,Onondaga-Cortland-Madison BOCES,4500 Crown Rd,Liverpool,NY,13090,US,"Liverpool, NY",315-453-4455,1265200,440730,
169257,Pillar College,10 College Way,Zarephath,NJ,08890-9035,US,"Zarephath, NJ",732-356-1595,3666300,440794,www.somerset.edu
169293,Winner Institute of Arts & Sciences,One Winner Place,Transfer,PA,16154,US,"Transfer, PA",724-646-2433,3503300,440837,www.winner-institute.edu
169327,Trinity College,934 Missouri Street,Fairfield,CA,94533-6116,US,"Fairfield, CA",707-425-2288,2497305,440864,
169336,Vatterott College - Memphis,2655 Dividend Drive,Memphis,TN,38132,US,"Memphis, TN",901-761-5730,2599710,440873,vatterott-college.edu
169345,Vatterott College - Tulsa,"4343 S. 118th E. Ave, Suite A",Tulsa,OK,74146,US,"Tulsa, OK",918-835-8288,2599706,440882,www.vatterott-college.edu
169354,Vatterott College - Wichita,8853 37th Street North,Wichita,KS,67226-1304,US,"Wichita, KS",316-634-0066,2599709,440891,vatterott-college.edu
169363,Star Career Academy - Newark,550 Broad Street 3rd Floor,Newark,NJ,7102,US,"Newark, NJ",732-548-6012,3380302,440907,startechinstitute.com
169442,Texas Barber College and Hairstyling School  - Houston,9275 Richmond Ave #180,Houston,TX,77063,US,"Houston, TX",713-953-0262,2568100,440989,www.texasbarbercolleges.com
169497,Remington College-Jacksonville,7011 A C Skinner Pkwy-Ste 140,Jacksonville,FL,32256,US,"Jacksonville, FL",904-296-3435,758605,441061,www.remingtoncollege.edu
169503,Saginaw Chippewa Tribal College,2274 Enterprise Dr,Mount Pleasant,MI,48858,US,"Mount Pleasant, MI",989-775-4123,3772300,441070,www.sagchip.edu/
169558,Harrison Career Institute - South Orange,525 South Orange Ave,South Orange,NJ,07079-0000,US,"South Orange, NJ",973-763-9484-00000,2186707,441122,hci.edu
169567,The Seattle School of Theology and Psychology,2501 Elliott Avenue,Seattle,WA,98121,US,"Seattle, WA",206-876-6100,3466400,441131,www.theseattleschool.edu
169576,Northwest College School of Beauty,"1049 SW Baseline Road, Suite E",Hillsboro,OR,97123,US,"Hillsboro, OR",503-844-7320,2101001,441168,
169619,East Valley Institute of Technology,1601 W Main St,Mesa,AZ,85201,US,"Mesa, AZ",480-461-4000,3572300,441210,www.evit.com
169628,West Coast Ultrasound Institute,291 S La Cienega Blvd Ste 500,Beverly Hills,CA,90211,US,"Beverly Hills, CA",323-289-5123,3639300,441229,
169637,Irell and Manella Graduate School of Biological Sciences,1500 E Duarte Rd,Duarte,CA,91010-3000,US,"Duarte, CA",626-301-8293,3592400,441238,gradschool.coh.org
169646,Community Business College,3800 McHenry Ave Suite M,Modesto,CA,95356-1569,US,"Modesto, CA",209-529-3648,3615300,441247,www.communitybusinessscollege.edu
169655,Design's School of Cosmetology,2727 Buena Vista Drive,Paso Robles,CA,93446,US,"Paso Robles, CA",805-237-8575,3646300,441256,designsschool.com
169673,Paul Mitchell The School - Santa Barbara,525 Anacapa Street,Santa Barbara,CA,93101,US,"Santa Barbara, CA",805-966-1931,3598300,441274,
169682,EdNet Career Institute,6018 Variel Avenue,Woodland Hills,CA,91367,US,"Woodland Hills, CA",818-702-8050,3544400,441292,www.ednet4u.com
169691,University of the Rockies,"1201 16th Street, Ste. 200",Denver,CO,80202,US,"Denver, CO",719-442-0505,3545300,441308,www.rockies.edu
169707,Deep Muscle Therapy School,5341 Limestone Rd,Wilmington,DE,19808,US,"Wilmington, DE",302-234-8525-0,3543300,441362,www.dmtsmassage.com
169716,Ultimate Medical Academy - Clearwater,1255 Cleveland Street,Clearwater,FL,33756,US,"Clearwater, FL",727-298-8685,3549300,441371,www.studymedical.com
169725,Florida Barber Academy,3269 North Federal Highway,Pompano Beach,FL,33064,US,"Pompano Beach, FL",954-781-6066,3611400,441380,
169734,Angley College,"520 West Lake Mary Boulevard, Suite 300",Sanford,FL,32773,US,"Sanford, FL",386-740-1215,3595400,441399,www.angley.edu
169743,Jacksonville Beauty Institute,5045 Soutel Dr Ste 80,Jacksonville,FL,32208,US,"Jacksonville, FL",904-768-9001,3627400,441405,JACKSONVILLEBEAUTYINSTITUTE.COM
169752,The English Center - Miami-Dade County Public Schools,3501 SW 28 St.,Miami,FL,33133,US,"Miami, FL",305-445-7731,3570400,441414,www.tecmiami.com
169761,Florida Education Institute,5818 SW 8th St,Miami,FL,33144,US,"Miami, FL",305-263-9990,3627600,441423,www.fei.edu
169770,"International School of Health, Beauty & Technology",5950 West Oakland Park Blvd.,Lauderhill,FL,33313,US,"Lauderhill, FL",954-741-0088,3564300,441432,
169789,Florida Institute of Animal Arts,3776 Howell Branch Road,Winter Park,FL,32792,US,"Winter Park, FL",407-657-5033,3618300,441441,fifi-inc.com
169798,Powder Springs Beauty School,"560 Thornton Road, Suite 116",Lithia Springs,GA,30122,US,"Lithia Springs, GA",770-439-9432,3522300,441450,
169804,National Graduate School of Quality Management,186 Jones Road,Falmouth,MA,02540-2958,US,"Falmouth, MA",800-838-2580,3504300,441478,www.ngs.edu
169813,Texas County Technical College,6915 S Highway 63,Houston,MO,65483,US,"Houston, MO",417-967-5466,3579300,441487,www.texascountytech.org
169822,Aviation Institute of Maintenance - Kansas City,4100 Raytown Road,Kansas City,MO,64129,US,"Kansas City, MO",816-753-9920,3616300,441496,
169831,Blue Cliff College - Gulfport,12251 Bernard Parkway,Gulfport,MS,39503,US,"Gulfport, MS",504-456-3141,3294305,441502,
169840,Apex School of Theology,1701 T.W. Alexander Drive,Durham,NC,27703,US,"Durham, NC",919-572-1625,3513400,441511,www.apexsot.edu
169868,Institute for Therapeutic Massage,"1069 Ringwood Avenue, #315",Haskell,NJ,7420,US,"Haskell, NJ",973-839-6131,3536300,441548,www.massageprogram.com
169877,Helma Institute of Massage Therapy,190 Midland Ave,Saddle Brook,NJ,7663,US,"Saddle Brook, NJ",201-226-0056,3629300,441557,www.helma.com
169886,Cortiva Institute - Somerset School of Massage Therapy,180 Centennial Avenue,Piscataway,NJ,8854,US,"Piscataway, NJ",732-885-3400,3574400,441566,www.ssmt.org
169895,Metropolitan Learning Institute,"97-77 Queens Blvd., 9th Floor",Rego Park,NY,11374,US,"Rego Park, NY",718-896-2685,3652300,441575,www.gettraining.org
169901,Anthem Institute - Manhattan,"498 Seventh Avenue, 17th Floor",New York,NY,10018,US,"New York, NY",212-659-2116,3426400,441584,www.chubbinstitute.edu
169929,Yeshiva Shaarei Torah of Rockland,91 W Carlton Rd,Suffern,NY,10901,US,"Suffern, NY",845-352-3431,3496300,441609,
169938,Leon Studio One School of Beauty Knowledge,5385 Main Street,Williamsville,NY,14221,US,"Williamsville, NY",716-631-3878-1,3568300,441618,www.leonstudioone.com
169947,Saint Joseph's Medical Center,127 South Broadway,Yonkers,NY,10701,US,"Yonkers, NY",914-378-7000,3651300,441627,www.saintjosephs.org/
169956,American Institute of Alternative Medicine,6685 Doubletree Ave,Columbus,OH,43229,US,"Columbus, OH",614-825-6278,3534400,441636,www.aiam.edu
169965,Brown Aveda Institute,8816 Mentor Ave,Mentor,OH,44060,US,"Mentor, OH",440-255-9494-212,3626300,441645,WWW.BROWNAVEDA.COM
169974,Tri-State College of Massotherapy,9159 Market St Ste 26,North Lima,OH,44452,US,"North Lima, OH",330-629-9998,3578300,441654,www.tristatemasso.com
169983,Institute of Technology - Salem,4700 Silverton Road NE,Salem,OR,97305,US,"Salem, OR",503-363-9001,3642300,441663,valleymedicalcollege.com
170000,Centro de Capacitacion y Asesoramiento Vetelba,Calle de Diego #159,Arecibo,PR,612,US,"Arecibo, PR",787-258-1089,3585300,441681,
170019,Universidad Pentecostal Mizpa,PO Box 20966,San Juan,PR,00928-0966,US,"San Juan, PR",787-720-4476,3531300,441690,colmizpa.com
170028,Caribbean Forensic and Technical College,Paseo de Diego St #5 2nd & 3rd Floor,Rio Piedras,PR,926,US,"Rio Piedras, PR",787-751-6961,3608300,441706,www.cafotech.com
170037,American Technological College,Arzuaga #112 Medina Ctr 1105,San Juan,PR,925,US,"San Juan, PR",787-753-9117-023,3600300,441715,
170046,National Fashion and Beauty College,Calle De Diego 203,Rio Piedras,PR,00925-0000,US,"Rio Piedras, PR",787-282-0249,3620300,441724,
170055,South Carolina School of Healing Arts,778 Folly Rd,Charleston,SC,29412,US,"Charleston, SC",843-762-7727,3595300,441733,
170064,Concorde Career Institute,"600 East Lamar Boulevard, Suite 200",Arlington,TX,76011,US,"Arlington, TX",817-261-1594,3542300,441742,www.concorde.edu
170073,Kussad Institute of Court Reporting,2800 South Ih35 Ste 110,Austin,TX,78704,US,"Austin, TX",512-443-7286,3556400,441751,courtreportingschoolkussadaustin.com
170082,Lamar Institute of Technology,855 E Lavaca,Beaumont,TX,77705,US,"Beaumont, TX",409-880-8321,3627300,441760,www.lit.edu
170091,MJ's Beauty Academy Inc,"3662 West Camp Wisdom Road, Suite 2016",Dallas,TX,75237,US,"Dallas, TX",214-374-7500,3610300,441779,www.MJSBEAUTYACADEMY.com
170107,Aviation Institute of Maintenance - Dallas,7555 Lemmon Avenue,Dallas,TX,75209,US,"Dallas, TX",214-333-9711,3573300,441788,fixthatplane.com
170116,State Beauty Academy,663 Oriole Blvd,Duncanville,TX,75116,US,"Duncanville, TX",972-298-0100,3551400,441797,www.statebeautyacademy.net
170143,Behold Beauty Academy,9937 Homestead Rd,Houston,TX,77016-3725,US,"Houston, TX",713-635-5252,3541300,441821,MBeholdbeauty
170152,Healing Mountain Massage School,"363 South 500 East, Suite 210",Salt Lake City,UT,84102,US,"Salt Lake City, UT",801-355-6300,3617300,441830,www.healingmountain.org
170161,Career Training Solutions,"10304 Spotsylvania Ave, Suite 400",Fredericksburg,VA,22408,US,"Fredericksburg, VA",540-785-2000,3654300,441858,careertrainingsolutions.com
170170,"Crescent Cosmetology University, Inc.",2312 West Mercury Blvd.,Hampton,VA,23666-3115,US,"Hampton, VA",757-826-4609-1,3455300,441867,
170189,"Rudy & Kelly Academy, A Paul Mitchell Partner School","1920 Centerville Turnpike, Unit #114",Virginia Beach,VA,23464,US,"Virginia Beach, VA",757-473-0994,3645400,441876,
170204,South Branch Career and Technical Center,401 Pierpont St,Petersburg,WV,26847,US,"Petersburg, WV",304-257-1991,3327500,441894,sbvc.gran.tec.wv.us
170213,Nevada State College at Henderson,1125 Nevada State Drive,Henderson,NV,89015,US,"Henderson, NV",702-992-2000,4114300,441900,www.nsc.nevada.edu
170240,California State University - Channel Islands,One University Dr,Camarillo,CA,93012,US,"Camarillo, CA",805-437-8400,3980300,441937,www.csuci.edu
170286,Franklin W. Olin College of Engineering,Olin Way,Needham,MA,02492-1200,US,"Needham, MA",781-292-2300,3946300,441982,www.olin.edu
170301,Career Education Institute-Henderson,2290 Corporate Cir-Ste 100,Henderson,NV,89074-6398,US,"Henderson, NV",702-269-7600,3232305,442028,ceitraining.com
170338,Lincoln Technical Institute,One Plymouth Meeting #300,Plymouth Meeting,PA,19462,US,"Plymouth Meeting, PA",610-941-0319-44300,1246106,442055,www.cittone.com
170347,Won Institute of Graduate Studies,137 S Easton Rd,Glenside,PA,19038-4535,US,"Glenside, PA",215-884-8942,3949300,442064,www.woninstitute.org
170365,HRDE-Stanley Technical Institute - Hinton,320 1/2 2nd St,Hinton,WV,25951,US,"Hinton, WV",304-296-8223-032,3123209,442091,
170435,David's Academy of Beauty,8652 East Whittier Boulevard,Pico Rivera,CA,90660,US,"Pico Rivera, CA",616-433-1371,3614300,442204,
170444,Birthwise Midwifery School,24 South High Street,Bridgton,ME,4009,US,"Bridgton, ME",207-647-5968,3612300,442213,www.birthwisemidwifery.org
170514,Ave Maria School of Law,1025 Commons Circle,Naples,FL,34119,US,"Naples, FL",239-687-5300,3691400,442295,www.avemarialaw.edu
170596,Antioch University,900 Dayton Street,Yellow Springs,OH,45387,US,"Yellow Springs, OH",937-769-1340,301010,442392,www.antioch.edu
170602,Vatterott College - Cleveland,5025 E Royalton Rd,Broadview Heights,OH,44147-3502,US,"Broadview Heights, OH",440-526-1660,2599711,442408,
170611,Everest College - Lynnwood,19020 33rd Ave W-Ste 250,Lynnwood,WA,98036,US,"Lynnwood, WA",425-778-9894,2606201,442417,
170666,Tri-Cities Regional Occupational Program,12519 E. Washington Blvd.,Whittier,CA,90602,US,"Whittier, CA",562-698-9871,,442471,www.tcrop.k12.ca.us
170675,Career Education Institute-Norcross,5675 Jimmy Carter Blvd-Ste 100,Norcross,GA,30071,US,"Norcross, GA",678-966-9411,3232303,442480,www.computer-ed.com
170736,Grantham University,16025 West 113th Street,Lenexa,KS,66219,US,"Lenexa, KS",816-595-5759,4122300,442569,www.grantham.edu
170763,NASCAR Technical Institute,220 Byers Creek Rd,Mooresville,NC,28117,US,"Mooresville, NC",704-658-1950,822104,442611,www.uticorp.com
170815,Maric College - San Diego,6160 Mission Gorge Rd-Ste 108,San Diego,CA,92120,US,"San Diego, CA",619-282-9000,3113106,442666,kaplan.com
170897,Tohono O'Odham Community College,"Mile Post #125.5, Highway 86 North, P.O. Box 3129",Sells,AZ,85634,US,"Sells, AZ",520-383-8401,3784400,442781,www.tocc.cc.az.us
170912,Edward Via Virginia College of Osteopathic Medicine,2265 Kraft Dr,Blacksburg,VA,24060,US,"Blacksburg, VA",540-231-4000,3709300,442806,WWW.VCOM.VT.EDU
170958,Pacific College of Oriental Medicine,"65 East Wacker Drive, 21st Floor",Chicago,IL,60601,US,"Chicago, IL",773-477-4822,3027702,442842,www.PacificCollege.edu
170967,Healthy Hair Academy - Dallas,"9009 Bruton Road, Suite #443",Dallas,TX,75217,US,"Dallas, TX",214-275-7151,3676400,442851,
170976,Southwest Institute of Healing Arts,1100 Apache Boulevard,Tempe,AZ,85281,US,"Tempe, AZ",480-994-9244,3593300,442879,
171003,Academy Education Services,3151 W 5th Street Suite E101,Oxnard,CA,93030,US,"Oxnard, CA",805-486-1102,3662400,442903,www.academyed.com
171012,Academy of Cosmetology,1901 West William Cannon Drive,Austin,TX,78745,US,"Austin, TX",512-444-2249,3563300,442912,academyofcosmetology.net
171021,University of Cosmetology - Sullivan,100 West Main Street,Sullivan,MO,63080,US,"Sullivan, MO",573-468-3864,3663400,442921,
171030,University of Antelope Valley,44055 North Sierra Highway,Lancaster,CA,93534,US,"Lancaster, CA",661-726-1911,3427500,442930,www.uav.edu
171049,Birthingway College of Midwifery,12113 SE Foster Rd,Portland,OR,97266,US,"Portland, OR",503-760-3131,3668300,442949,www.birthingway.edu
171058,The Salon Professional Academy,1871 Gratiot Blvd,Marysville,MI,48040,US,"Marysville, MI",810-364-9537,3704300,442958,
171076,Brighton Center - Center for Employment Training,"601 Washington Avenue, Suite 140",Newport,KY,41072,US,"Newport, KY",859-491-8303,3611300,442976,
171085,California Healing Arts College,"12217 Santa Monica Blvd, Suite 206",Los Angeles,CA,90025,US,"Los Angeles, CA",310-826-7622,3681300,442985,www.chac.edu
171094,California Learning Center,"222 South Harbor Blvd., Suite 200",Anaheim,CA,92805,US,"Anaheim, CA",714-956-5656,3633300,442994,www.aboutclc.com
171119,Quest Career College,6248 Pearl Rd,Parma Heights,OH,44130,US,"Parma Heights, OH",440-886-5544,3659300,443012,www.quest.edu
171128,Dallas Barber and Stylist College,9357 Forest Lane,Dallas,TX,75243,US,"Dallas, TX",214-575-2168,3682400,443021,
171137,NorthShore University HealthSystem - Evanston Hospital,2650 Ridge Avenue,Evanston,IL,60201-1718,US,"Evanston, IL",847-570-1959,3684300,443030,enh.org/academicprograms
171146,Faith Evangelical College and Seminary,3504 North Pearl Street,Tacoma,WA,98407-0186,US,"Tacoma, WA",253-752-2020,3689400,443049,www.faithseminary.edu
171155,Family of Faith College,30 Kinville,Shawnee,OK,74804,US,"Shawnee, OK",405-273-5331,3676300,443058,www.familyoffaithcollege.com
171164,Hood Theological Seminary,1810 Lutheran Synod Drive,Salisbury,NC,28144,US,"Salisbury, NC",704-636-7611,3663300,443076,www.hoodseminary.edu
171173,Illinois Welding School,5901 Washington St,Bartonville,IL,61607,US,"Bartonville, IL",309-633-0379,3669300,443085,www.illinoisweldingschool.com
171182,"Fremont College, LLC d/b/a Dale Carnegie Training of Southern Los Angeles","18000 Studebaker road, 9th Floor",Cerritos,CA,90703,US,"Cerritos, CA",562-424-9200,3039900,372073,INTONLINE.NET
171191,Instituto Pre-Vocacional e Indust de Puerto Rico,"Calle Eugenio Maria de Hostos Esq, Puro Girau #175",Arecibo,PR,612,US,"Arecibo, PR",787-879-3300,3452300,443100,
171216,International Technological University,355 W San Fernando Street,San Jose,CA,95113,US,"San Jose, CA",408-556-9010,3622300,443128,www.itu.edu
171225,Irene's Myomassology Institute,26061 Franklin Road,Southfield,MI,48033,US,"Southfield, MI",248-350-1400,3588300,443137,www.myomassology.com
