"7250","TLA - The Language Academy","languageacademy","300 NE 3rd Avenue, Suite 100","Fort Lauderdale","FL","33301"
"7251","Language Consultants International,LLC","languageconsultants","2055 South Oneida, Suite 390","Denver","CO","80224"
"7252","Language Plus, Inc.","languageplus","4110 Rio Bravo, Suite 202","El Paso","TX","79902"
"7253","Lanier Technical College","laniertech","2990 Landrum Education Dr","Oakwood","GA","30566"
"7254","Lansing Community College","lansing","419 N Capitol Ave","Lansing","MI","48901"
"7255","Los Angeles ORT College","laort","6435 Wilshire Blvd","Los Angeles","CA","90048"
"7256","La Roche College","laroche","9000 Babcock Blvd","Pittsburgh","PA","15237"
"7257","La Salle University","lasalle","1900 W Olney Ave","Philadelphia","PA","19141"
"7258","Los Angeles Southwest College","lasc","1600 W Imperial Hwy.","Los Angeles","CA","90047"
"7259","Lawyer's Assistant School of Dallas","lasdallas","8150 North Central Expressway, Tower 11 Mezzanine","Dallas","TX","75206"
"7260","Lasell College","lasell","1844 Commonwealth Ave","Newton","MA","2466"
"7261","La Sierra University","lasierra","4500 Riverwalk Parkway","Riverside","CA","92515"
"7262","Las Positas College","laspositas","3033 Collier Cyn Rd","Livermore","CA","94551"
"7263","Lassen Community College","lassencollege","Hwy 139","Susanville","CA","96130"
"7264","Everest College - Henderson","lasvegas-college","170 North Stephanie","Henderson","NV","89014"
"7265","Louisiana Tech University","latech","305 Wisteria","Ruston","LA","71272"
"7266","Los Angeles Trade Technical College","lattc","400 W Washington Blvd","Los Angeles","CA","90015"
"7267","Laurel Business Institute","laurelbusiness","11 East Penn St","Uniontown","PA","15401"
"7268","Laurel University","laureluniversity","2314 N Centennial Street","High Point","NC","27265"
"7269","Harbor Occupational Center","lausd","740 N Pacific Ave","San Pedro","CA","90731"
"7270","Los Angeles Valley College","lavc","5800 Fulton Avenue","Valley Glen","CA","91401"
"7271","CUNY School of Law at Queens College","law","65-21 Main St","Flushing","NY","11367"
"7272","Lawrence University","Lawrence","PO Box 599","Appleton","WI","54912"
"7273","T.A. Lawson State Community College","lawsonstate","3060 Wilson Road, S.W.","Birmingham","AL","35221"
"7274","Lawton Career Institute - Warren","lawtonschool","13877 E. Eight Mile Road","Warren","MI","48089"
"7275","Lancaster Bible College","lbc","901 Eden Road","Lancaster","PA","17608"
"7276","Long Beach City College","lbcc","4901 E. Carson St.","Long Beach","CA","90808"
"7277","Little Big Horn College","lbhc","1 Forestry Lane","Crow Agency","MT","59022"
"7278","Lutheran Brethren Seminary","lbs","815 W. Vernon Ave","Fergus Falls","MN","56537"
"7279","Long Beach School for Adults","lbusd","3701 E. Willow Street","Long Beach","CA","90815"
"7280","Lewis and Clark Community College","lc","5800 Godfrey Rd","Godfrey","IL","62035"
"7281","Leeward Community College","lcc","96-045 Ala Ike","Pearl City","HI","96782"
"7282","Laramie County Community College","lccc","1400 E College Dr","Cheyenne","WY","82007"
"7283","Lincoln Christian University","lccs","100 Campus View Drive","Lincoln","IL","62656"
"7284","Lancaster County Career and Technology Center","lcctc","1730 Hans Herr Drive","Willow Street","PA","17584"
"7285","Lewis & Clark College","lclark","0615 S W Palatine Hill Rd","Portland","OR","97219"
"7286","Lac Courte Oreilles Ojibwa Community College","lco-college","13466 W Trepania Rd","Hayward","WI","54843"
"7287","Lewis-Clark State College","lcsc","500 8th Ave","Lewiston","ID","83501"
"7288","Lehigh Career and Technical Institute","lcti","4500 Education Park Drive","Schnecksville","PA","18078"
"7289","Lubbock Christian University","lcu","5601 19th Street","Lubbock","TX","79407"
"7290","Lawrence County Vocational Technical School Practical Nursing Program","lcvt","750 Phelps Way","New Castle","PA","16101"
"7291","LDS Business College","ldsbc","411 E South Temple","Salt Lake City","UT","84111"
"7292","Learey Technical Center","learey","5410 North 20th Street","Tampa","FL","33610"
"7293","Tri-State Semi Driver Training - Palmer","learn2drive","3001 North I-45","Palmer","TX","75152"
"7294","ICDC College","learncareer","5422 Sunset Blvd.","Los Angeles","CA","90027"
"7295","LearnQuest - Bala Cynwyd","learnquest","225 City Avenue, Suite 106","Bala Cynwyd","PA","19004"
"7296","Lebanon College","lebanoncollege","15 Hanover Street","Lebanon","NH","3766"
"7297","Lake Erie College","lec","391 W Washington St","Painesville","OH","44077"
"7298","Lake Erie College of Osteopathic Medicine","lecom","1858 W Grandview Blvd","Erie","PA","16509"
"7299","Lee College","lee","511 S Whiting","Baytown","TX","77520"
"7300","Lee University","leeuniversity","1120 N Ocoee St","Cleveland","TN","37320"
"7301","LeGrand Institute of Cosmetology Inc","legrandinstitute","2418 Broad St","Camden","SC","29020"
"7302","Lehigh University","lehigh","27 Memorial Dr W","Bethlehem","PA","18015"
"7303","Lehman College of the City University of New York","lehman","250 Bedford Park Blvd West, T3-201","Bronx","NY","10468"
"7304","Le Moyne College","lemoyne","1419 Salt Springs Rd","Syracuse","NY","13214"
"7305","Lenape Area Vocational Technical School Practical Nursing Program","lenape","83 Glade Drive","Kittanning","PA","16201"
"7306","Lenoir Community College","lenoircc","231 Highway 58 South","Kinston","NC","28502"
"7307","Leon Institute of Hair Design","leonhairschool","111 Wall St","Bridgeport","CT","6604"
"7308","Leon Studio One School of Hair Design & Career Training Center","leonstudioone","5221 Main St","Williamsville","NY","14221"
"7309","Lesley University","lesley","29 Everett St","Cambridge","MA","2138"
"7310","LeTourneau University","letu","2100 S Mobberly Ave","Longview","TX","75607"
"7311","Levine School of Music","levineschool","2801 Upton Street NW","Washington","DC","20008"
"7312","Levittown Beauty Academy","levittownbeautyacademy","Vermillion Square - 8919 New Falls Road","Levittown","PA","19054"
"7313","Lewis College of Business","lewiscollege","17370 Meyers Rd","Detroit","MI","48235"
"7314","Lewis University","lewisu","One University Parkway","Romeoville","IL","60446"
"7315","Lex La-Ray Technical Center","lexington","2323 High School Dr","Lexington","MO","64067"
"7316","Lexington College","lexingtoncollege","310 South Peoria","Chicago","IL","60607"
"7317","Lexington Healing Arts Academy","lexingtonhealingarts","272 Southland Drive","Lexington","KY","40503"
"7318","Lexington Theological Seminary","lextheo","631 S Limestone","Lexington","KY","40508"
"7319","Lord Fairfax Community College","lf","173 Skirmisher Lane","Middletown","VA","22645"
"7320","Lock Haven University of Pennsylvania","lhup","401 N Fairview St","Lock Haven","PA","17745"
"7321","Lia Schorr Institute of Cosmetic Skin Care","liaschorrinstitute","686 Lexington Ave, 4th Floor","New York","NY","10022"
"7322","Liberty University","liberty","1971 University Blvd","Lynchburg","VA","24502"
"7323","Liberty Adult School","libertyuhsd","929 Second Street","Brentwood","CA","94513"
"7324","Brittany Beauty School","LIBSBEAUTYSCHOOL","3274 Hempstead Turnpike","Levittown","NY","11756"
"7325","Liceo de Arte y Tecnologia","liceopr","405 Ponce de Leon Ave.","Hato Rey","PR","919"
"7326","Life University","life","1269 Barclay Circle","Marietta","GA","30060"
"7327","Life Pacific College","lifepacific","1100 W. Covina Blvd","San Dimas","CA","91773"
"7328","Life Chiropractic College-West","lifewest","25001 Industrial Blvd.","Hayward","CA","94545"
"7329","LIM College","limcollege","12 E 53rd St","New York","NY","10022"
"7330","Limestone College","limestone","1115 College Drive","Gaffney","SC","29340"
"7331","Limon Institute","limon","307 West 38th Street, Suite 1105","New York City","NY","10018"
"7332","Laban/Bartenieff Institute of Movement Studies, Inc.","limsonline","520 Eighth Avenue, Suite 304","New York","NY","10018"
"7333","Lincoln Technical Institute - Whitestone Queens","lincoledu","15-30 Petracca Place","Whitestone Queens","NY","11357"
"7334","Lincoln University of Pennsylvania","lincoln","1570 Baltimore Pike","Lincoln University","PA","19352"
"7335","Lincoln College","lincolncollege","300 Keokuk St","Lincoln","IL","62656"
"7336","Lincoln College of New England","LincolnCollegeNE","2279 Mount Vernon Road","Southington","CT","6489"
"7337","Lincoln Technical Institute - Moorestown","lincolnedu","308 West Route 38","Moorestown","NJ","8057"
"7338","Lincoln College of Technology - Indianapolis","lincolntech","7225 Winton Drive - Building 128","Indianapolis","IN","46268"
"7339","Lincoln University","LINCOLNU","820 Chestnut Street","Jefferson City","MO","65102"
"7340","Lincoln University","lincolnuca","401 15th Street","Oakland","CA","94612"
"7341","Lindenwood University","lindenwood","209 S. Kingshighway","St. Charles","MO","63301"
"7342","Lindsey Wilson College","lindsey","210 Lindsey Wilson St","Columbia","KY","42728"
"7343","Northwest Lineman College","lineman","7600 S. Meridian Road","Meridian","ID","83642"
"7344","Linfield College","linfield","900 SE Baker","McMinnville","OR","97128"
"7345","Linn-Benton Community College","linnbenton","6500 Pacific Blvd SW","Albany","OR","97321"
"7346","Linn State Technical College","linnstate","One Technology Drive","Linn","MO","65051"
"7347","Lipscomb University","lipscomb","3901 Granny White Pike","Nashville","TN","37204"
"7348","Lamar Institute of Technology","lit","855 E Lavaca","Beaumont","TX","77705"
"7349","Cankdeska Cikana Community College","littlehoop","214 1st Ave","Fort Totten","ND","58335"
"7350","Long Island University - C W Post Campus","liu","720 Northern Blvd","Brookville","NY","11548"
"7351","Lively Technical Center","livelytech","500 N Appleyard Dr","Tallahassee","FL","32304"
"7352","Tennessee Technology Center at Livingston","livingston","740 High Tech Dr","Livingston","TN","38570"
"7353","Livingstone College","livingstone","701 W Monroe St","Salisbury","NC","28144"
"7354","Business Skills Institute, a Department of the Education Center","llc-Evanston","1013 Cheyenne Drive, Suite A","Evanston","WY","82930"
"7355","Lincoln Land Community College","llcc","5250 Shepherd Rd","Springfield","IL","62794"
"7356","Leech Lake Tribal College","lltc","6945 Littlewolf Road NW","Cass Lake","MN","56633"
"7357","Loma Linda University","llu",,"Loma Linda","CA","92350"
"7358","Lake Michigan College","lmc","2755 E Napier Ave","Benton Harbor","MI","49022"
"7359","Loyola Marymount University","lmu","One LMU Drive","Los Angeles","CA","90045"
"7360","Lincoln Memorial University","lmunet","6965 Cumberland Gap Pky","Harrogate","TN","37752"
"7361","LeMoyne-Owen College","loc","807 Walker Ave","Memphis","TN","38126"
"7362","Radford M. Locklin Technical Center","locklintech","5330 Berryhill Road","Milton","FL","32570"
"7363","Logan University","logan","1851 Schoettler Rd.","Chesterfield","MO","63017"
"7364","Institute of Logistical Management","logisticseducation","315 West Broad Street","Burlington","NJ","8016"
"7365","Logos Evangelical Seminary","logos-seminary","9358 Telstar Ave.","El Monte","CA","91731"
"7366","Kaplan College - Phoenix","longtechnicalcollege","13450 N Black Canyon Hwy,  Ste 104","Phoenix","AZ","85029"
"7367","Longwood University","longwood","201 High St","Farmville","VA","23909"
"7368","Longy School of Music","longy","One Follen St","Cambridge","MA","2138"
"7369","Lon Morris College","lonmorris","800 College Ave","Jacksonville","TX","75766"
"7370","Long Technical College - East Valley","lontechnicalcollege","4646 E. Van Buren Street  Suite #350","Phoenix","AZ","85008"
"7371","Lorain County Community College","lorainccc","1005 North Abbe Rd","Elyria","OH","44035"
"7372","Loraine's Academy, Inc","lorainesacademy","1012 58th St N","Saint Petersburg","FL","33710"
"7373","Loras College","loras","1450 Alta Vista","Dubuque","IA","52004"
"7374","Los Medanos College","losmedanos","2700 East Leland Road","Pittsburg","CA","94565"
"7375","Louisburg College","louisburg","501 N. Main St.","Louisburg","NC","27549"
"7376","University of Louisiana at Lafayette","louisiana","104 University Cir","Lafayette","LA","70503"
"7377","Louisiana Culinary Institute","louisianaculinary","10550 Airline Highway","Baton Rouge","LA","70816"
"7378","University of Louisville","louisville","2301 S 3rd St","Louisville","KY","40292"
"7379","Louisville Bible College","louisvillebiblecollege","8013 Damascus Road","Louisville","KY","40228"
"7380","Lourdes University","lourdes","6832 Convent Blvd","Sylvania","OH","43560"
"7381","Lowell Academy of Hairdressing","lowellacademy","136 Central St","Lowell","MA","1852"
"7382","Loyola University New Orleans","loyno","6363 Saint Charles Ave","New Orleans","LA","70118"
"7383","Loyola University Maryland","loyola","4501 N Charles St","Baltimore","MD","21210"
"7384","Little Priest Tribal College","lptc","610 East College Drive, P.O. Box 270","Winnebago","NE","68071"
"7385","Louisville Presbyterian Theological Seminary","lpts","1044 Alta Vista Rd","Louisville","KY","40205"
"7386","Lenoir-Rhyne College","lr","625 7th Avenue NE","Hickory","NC","28603"
"7387","Lake Region State College","lrsc","1801 College Dr N","Devils Lake","ND","58301"
"7388","Luther Rice University","lru","3038 Evans Mill Rd","Lithonia","GA","30038"
"7389","Lansdale School of Business","LSB","290 Wissahickon Avenue","North Wales","PA","19454"
"7390","Lake Superior College","lsc","2101 Trinity Rd","Duluth","MN","55811"
"7391","Lake-Sumter State College","lscc","9501 US Hwy 441","Leesburg","FL","34788"
"7392","Lamar State College - Orange","lsco","410 Front St","Orange","TX","77630"
"7393","Lake Superior State University","lssu","650 W Easterday Ave","Sault Ste Marie","MI","49783"
"7394","Lutheran School of Theology at Chicago","lstc","1100 E 55th St","Chicago","IL","60615"
"7395","Louisiana State University and Agricultural & Mechanical College","lsu",,"Baton Rouge","LA","70803"
"7396","Louisiana State University at Alexandria","lsua","8100 Hwy 71 South","Alexandria","LA","71302"
"7397","Louisiana State University - Eunice","lsue","2048 Johnson Hwy","Eunice","LA","70535"
"7398","Louisiana State University Health Sciences Center at New Orleans","lsuhsc","433 Bolivar St","New Orleans","LA","70112"
"7399","Louisiana State University - Shreveport","lsus","One University Place","Shreveport","LA","71115"
"7400","Louisiana Technical College - Delta-Ouachita Campus","ltc","609 Vocational Parkway","West Monroe","LA","71292"
"7401","Lake Tahoe Community College","ltcc","One College Drive","South Lake Tahoe","CA","96150"
"7402","Lutheran Theological Seminary at Gettysburg","ltsg","61 Seminary Ridge","Gettysburg","PA","17325"
"7403","Lutheran Theological Seminary at Philadelphia","ltsp","7301 Germantown Ave","Philadelphia","PA","19119"
"7404","Lutheran Theological Southern Seminary","ltss","4201 N Main St","Columbia","SC","29203"
"7405","Lawrence Technological University","ltu","21000 W Ten Mile Rd","Southfield","MI","48075"
"7406","Lubbock Hair Academy","lubbockhairacademy","2844 34th St","Lubbock","TX","79410"
"7407","Loyola University of Chicago","luc","820 N. Michigan Ave.","Chicago","IL","60611"
"7408","Lemoore Adult School","luhsd","351 East Bush Street","Lemoore","CA","93245"
"7409","Southeast Texas Career Institute","lumberton","975 Highway 327 East, Suite 150","Silsbee","TX","77656"
"7410","Luna Community College","luna","366 Luna Drive","Las Vegas","NM","87701"
"7411","Langston University","lunet","102 Page Hall","Langston","OK","73050"
"7412","Luther College","luther","700 College Drive","Decorah","IA","52101"
"7413","Luther Seminary","luthersem","2481 Como Ave.","St. Paul","MN","55108"
"7414","Luzerne County Community College","luzerne","1333 South Prospect Street","Nanticoke","PA","18634"
"7415","Lebanon Valley College","lvc","101 N College Ave","Annville","PA","17003"
"7416","Lorenzo Walker Institute of Technology","lwit","3702 Estey Avenue","Naples","FL","34104"
"7417","Lake Washington Institute of Technology","lwtech","11605 132nd Avenue NE","Kirkland","WA","98034"
"7418","Lycoming College","lycoming","700 College Place","Williamsport","PA","17701"
"7419","Lyme Academy College of Fine Arts","lymeacademy","84 Lyme St","Old Lyme","CT","6371"
"7420","Lynchburg College","lynchburg","1501 Lakeside Dr","Lynchburg","VA","24501"
"7421","Lyndon State College","LYNDONSTATE","1001 College Rd","Lyndonville","VT","5851"
"7422","Lynn University","lynn","3601 N. Military Trail","Boca Raton","FL","33431"
"7423","Lyon College","lyon","2300 Highland Road","Batesville","AR","72503"
"7424","Lytle's Redwood Empire Beauty College Inc","lytles-rebc","186 Wikiup Dr","Santa Rosa","CA","95403"
"7425","Mid-America Baptist Theological Seminary, Germantown","mabts","2216 Germantown Rd., South","Germantown","TN","38138"
"7426","MacMurray College","mac","447 E. College Ave","Jacksonville","IL","62650"
"7427","Macalester College","macalester","1600 Grand Avenue","St. Paul","MN","55105"
"7428","Moberly Area Community College","macc","101 College Ave","Moberly","MO","65270"
"7429","MacCormac College","maccormac","29 E. Madison","Chicago","IL","60602"
"7430","Manual Arts- Crenshaw Community Adult School","macecc","4131 South Vermont Avenue","Los Angeles","CA","90037"
"7431","Macomb Community College","macomb","14500 E Twelve Mile Rd","Warren","MI","48088"
"7432","Macon State College","maconstate","100 College Station Dr","Macon","GA","31206"
"7433","Moanalaua/Aiea Community School for Adults","macsa","2825-A Ala Ilima Street","Honolulu","HI","96818"
"7434","Mid-America Christian University","macu","3500 SW 119th St","Oklahoma City","OK","73170"
"7435","Mid-Atlantic Christian University","macuniversity","715 N Poindexter St","Elizabeth City","NC","27909"
"7436","Madison Media Institute","MADISONMEDIA","2702 Agriculture Drive","Madison","WI","53718"
"7437","Madisonville Community College","madisonville","2000 College Drive","Madisonville","KY","42431"
"7438","Madonna University","madonna","36600 Schoolcraft Rd","Livonia","MI","48150"
"7439","Magdalen College","magdalen","511 Kearsarge Mtn Rd","Warner","NH","3278"
"7440","Magnolia Bible College","magnolia","822 S Huntington St","Kosciusko","MS","39090"
"7441","Magnolia College of Cosmetology","magnoliacollegeofcosmetolgy","4725 I55 N","Jackson","MS","39206"
"7442","Mahoning County Career and Technical Center","mahoningctc","7300 N Palmyra Rd","Canfield","OH","44406"
"7443","Maine Maritime Academy","mainemaritime","C3","Castine","ME","4420"
"7444","Make-Up Designory - New York","makeupschool","375 West Broadway, Suite 202","New York","NY","10012"
"7445","Malix College of Medical and Computer Technology","malixcollege","5115 New Peachtree Road, Suite 100","Chamblee","GA","30341"
"7446","Malone University","malone","2600 Cleveland Ave. NW","Canton","OH","44709"
"7447","Management Resources Institute","managementresourcesinstitute","550 NW LeJeune Road","Miami","FL","33126"
"7448","Manatee Technical Institute","manateetechnicalinstitute","6305 State Road 70 East","Bradenton","FL","34203"
"7449","Manchester College","manchester","604 E. College Ave.","North Manchester","IN","46962"
"7450","Mandl School","mandlschool","254 West 54th Street","New York","NY","10019"
"7451","Manhattan College","manhattan","Manhattan College Pky","Riverdale","NY","10471"
"7452","Manhattan Institute","manhattaninstitute","255 Fifth Avenue","Manhattan","NY","10016"
"7453","Manhattan School of Computer Technology","manhattanschool","931 Coney Island Avenue, 2nd Floor","Brooklyn","NY","11230"
"7454","University of Hawaii at Manoa","manoa","2500 Campus Road, Hawaii Hall","Honolulu","HI","96822"
"7455","Manor College","manor","700 Fox Chase Rd","Jenkintown","PA","19046"
"7456","Mansfield University of Pennsylvania","mansfield","Academy Street","Mansfield","PA","16933"
"7457","Maria College","mariacollege","700 New Scotland Avenue","Albany","NY","12208"
"7458","Marian University","marian","3200 Cold Spring Rd","Indianapolis","IN","46222"
"7459","Marian University","mariancollege","45 S. National Ave.","Fond du Lac","WI","54935"
"7460","Marian Health Careers Center - Los Angeles","mariancollege-california","3325 Wilshire Boulevard, Suite 1010","Los Angeles","CA","90010"
"7461","Marian Court College","mariancourt","35 Littles Point Rd","Swampscott","MA","1907"
"7462","Kaplan College - Modesto Campus","MARICCOLLEGE","5172 Kiernan Court","Salida","CA","95368"
"7463","Marietta College","marietta","215 Fifth Street","Marietta","OH","45750"
"7464","College of Marin","marin","835 College Ave","Kentfield","CA","94904"
"7465","Marinello School of Beauty - Inglewood","marinello","240 S Market St","Inglewood","CA","90301"
"7466","Marion Military Institute","marionmilitary","1101 Washington St","Marion","AL","36756"
"7467","Marist College","marist","3399 North Road","Poughkeepsie","NY","12601"
"7468","Massachusetts Maritime Academy","maritime","101 Academy Dr","Buzzards Bay","MA","2532"
"7469","Maritime Institute","maritimeinstitute","1310 Rosecrans Street, Suite G","San Diego","CA","92106"
"7470","Marlboro College","marlboro","2582 South Rd","Marlboro","VT","5344"
"7471","Marquette University","marquette","P.O. Box 1881, 615 N. Eleventh St.","Milwaukee","WI","53201"
"7472","Marshall University","marshall","1 John Marshall Dr","Huntington","WV","25755"
"7473","Saline County Career Center","marshallschools","900 W Vest","Marshall","MO","65340"
"7474","Martha Graham School of Contemporary Dance, Inc","marthagraham","316 East 63rd Street","New York","NY","10065"
"7475","Martin Community College","martin","1161 Kehukee Pk Rd","Williamston","NC","27892"
"7476","Martinez Adult Education","martinez-ed","600 F St","Martinez","CA","94553"
"7477","Martin Methodist College","martinmethodist","433 West Madison Street","Pulaski","TN","38478"
"7478","Martinsburg College","martinsburginstitute","341 Aikens Center","Martinsburg","WV","25404"
"7479","Marygrove College","marygrove","8425 W McNichols Rd","Detroit","MI","48221"
"7480","Marylhurst University","marylhurst","17600 Pacific Hwy - Hwy 43","Marylhurst","OR","97036"
"7481","Marymount University","marymount","2807 N Glebe Rd","Arlington","VA","22207"
"7482","Marymount College","marymountpv","30800 Palos Verdes Dr. East","Rancho Palos Verdes","CA","90275"
"7483","Marymount College of Fordham University","marymt","100 Marymount Ave","Tarrytown","NY","10591"
"7484","Maryville University of Saint Louis","maryville","650 Maryville University Drive","Saint Louis","MO","63141"
"7485","Maryville College","maryvillecollege","502 E Lamar Alexander Pky","Maryville","TN","37804"
"7486","Marywood University","marywood","2300 Adams Ave","Scranton","PA","18509"
"7487","Med-Assist School of Hawaii","mash","33 South King Street, Suite 223","Honolulu","HI","96813"
"7488","Roxbury Community College","MASS","1234 Columbus Ave","Roxbury Crossing","MA","2120"
"7489","Onondaga School of Therapeutic Massage","massage-school","719 East Genessee","Syracuse","NY","13210"
"7490","Massage Institute of Maryland","massageinstituteMD","816 Frederick Road","Catonsville","MD","21228"
"7491","Institute for Therapeutic Massage","massageprogram","1069 Ringwood Avenue, #315","Haskell","NJ","7420"
"7492","Massachusetts College of Art and Design","massart","621 Huntington Ave","Boston","MA","2115"
"7493","Massasoit Community College","massasoit","One Massasoit Boulevard","Brockton","MA","2302"
"7494","Massachusetts Bay Community College","massbay","50 Oakland St","Wellesley Hills","MA","2481"
"7495","The Master's College and Seminary","masters","21726 Placerita Canyon Road","Santa Clarita","CA","91321"
"7496","Masters of Cosmetology College","mastersofsmetology","1732 Bluffton Road","Fort Wayne","IN","46809"
"7497","Manhattan Area Technical College","matc","3136 Dickens Ave","Manhattan","KS","66503"
"7498","Mid-America Technology Center","matech","27438 State Hwy 59","Wayne","OK","73095"
"7499","Maternidad La Luz","maternidadlaluz","1308 Magoffin St.","El Paso","TX","79901"
"7500","Millennia Atlantic University","maufl","3801 NW 97th Avenue, Suite 100","Doral","FL","33178"
"7501","University of Hawaii Maui College","mauicc","310 Kaahumanu Ave","Kahului","HI","96732"
"7502","Air University Extension Course Program","maxwell","U.S. Air Force, 50 South Turner Boulevard","Maxwell AFB-Gunter Annex","AL","36118"
"7503","Mayland Community College","mayland","200 Mayland Drive","Spruce Pine","NC","28777"
"7504","College of Medicine, Mayo Clinic","mayo","200 First St SW","Rochester","MN","55905"
"7505","Maysville Community and Technical College","maysville","1755 U.S. 68","Maysville","KY","41056"
"7506","Mayville State University","mayvillestate","330 Third St NE","Mayville","ND","58257"
"7507","Mary Baldwin College","mbc","101 East Frederick Street","Staunton","VA","24401"
"7508","Middle Bucks Institute of Technology","mbit","2740 Old York Road","Jamison","PA","18929"
"7509","Merkaz Bnos - Business School","mbs-career","2115 Benson Avenue","Brooklyn","NY","11214"
"7510","Mennonite Brethren Biblical Seminary","mbseminary","4824 E Butler","Fresno","CA","93727"
"7511","MBTI Business Training Institute","mbti","99 Progreso Street","Aguadilla","PR","603"
"7512","Midwestern Baptist Theological Seminary","mbts","5001 N. Oak Trafficway","Kansas City","MO","64118"
"7513","Maricopa Community Colleges - Mesa Community College","mc","1833 W Southern Ave","Mesa","AZ","85202"
"7514","Montgomery County Community College","mc3","340 Dekalb Pike","Blue Bell","PA","19422"
"7515","Memphis College of Art","mca","1930 Poplar Ave","Memphis","TN","38104"
"7516","Minneapolis College of Art and Design","MCAD","2501 Stevens Ave","Minneapolis","MN","55404"
"7517","Charles Stewart Mott Community College","mcc","1401 E. Court St.","Flint","MI","48503"
"7518","McCann School of Business and Technology","mccannschool","2650 Woodglen Road","Pottsville","PA","17901"
"7519","Mercer County Career Center","mccc","776 Greenville Rd","Mercer","PA","16137"
"7520","Metropolitan Community College - Kansas City","mcckc","3200 Broadway","Kansas City","MO","64111"
"7521","Manhattan Christian College","mccks","1415 Anderson Ave","Manhattan","KS","66502"
"7522","Mount Carmel College of Nursing","mccn","127 So.  Davis Ave","Columbus","OH","43222"
"7523","Metropolitan Community College","mccneb","North 30th Street and Fort Street","Omaha","NE","68111"
"7524","McCormick Theological Seminary","mccormick","5460 S. University","Chicago","IL","60615"
"7525","Community Technical and Adult Education Center","mcctae","1014 SW 7th Road","Ocala","FL","34474"
"7526","McDaniel College","mcdaniel","2 College Hill","Westminster","MD","21157"
"7527","McDowell Technical Community College","mcdowelltech","54 College Drive","Marion","NC","28752"
"7528","UEI College - Fresno","mced","2002 N Gateway Blvd","Fresno","CA","93727"
"7529","McFatter Technical Center","mcfattertech","6500 Nova Drive","Davie","FL","33317"
"7530","Georgia Health Sciences University","mcg","1120 Fifteenth Street","Augusta","GA","30912"
"7531","McHenry County College","mchenry","8900 US Hwy 14","Crystal Lake","IL","60012"
"7532","Mercy College of Health Sciences","mchs","928 Sixth Ave","Des Moines","IA","50309"
"7533","Montessori Casa International","mcidenver","9351 East Arbor Drive","Englewood","CO","80111"
"7534","McIntosh College","McIntoshcollege","23 Cataract Ave","Dover","NH","3820"
"7535","MCI Institute of Technology","mcisf","3650 Shawnee Avenue, Suite 12","West Palm Beach","FL","33407"
"7536","McKendree University","mckendree","701 College Rd","Lebanon","IL","62254"
"7537","Avera McKennan Hospital","mckennan","800 E 21st St. P.O. Box 5045","Sioux Falls","SD","57117"
"7538","Tennessee Technology Center at McKenzie","mckenzie","16940 Highland Dr","McKenzie","TN","38201"
"7539","McKinley College","mckinleycollege","2001 Lowe Street","Fort Collins","CO","80525"
"7540","Massachusetts College of Liberal Arts","mcla","375 Church St","North Adams","MA","1247"
"7541","McLennan Community College","mclennan","1400 College Dr","Waco","TX","76708"
"7542","McMurry University","mcm","S 14th and Sayles Blvd","Abilene","TX","79697"
"7543","McNally Smith College of Music","mcnallysmith","19 Exchange Street East","Saint Paul","MN","55101"
"7544","McNeese State University","mcneese","4205 Ryan Street","Lake Charles","LA","70609"
"7545","McPherson College","mcpherson","1600 E Euclid","McPherson","KS","67460"
"7546","Massachusetts College of Pharmacy & Health Sciences","mcphs","179 Longwood Ave","Boston","MA","2115"
"7547","Minneapolis Community and Technical College","mctc","1501 Hennepin Ave","Minneapolis","MN","55403"
"7548","Mercer County Vocational/Technical Schools","mctec","1085 Old Trenton Road","Trenton","NJ","8690"
"7549","Marine Corps University","mcu","2076 South Street","Quantico","VA","22134"
"7550","Monmouth County Vocational Center","mcvsd","105 Neptune Boulevard, Suite 307","Neptune","NJ","7753"
"7551","Morris County School of Technology","mcvts","400 East Main Street","Denville","NJ","7834"
"7552","Medical College of Wisconsin","mcw","8701 Watertown Plank Rd","Milwaukee","WI","53226"
"7553","The University of Texas School of Health Professions","mdanderson","1515 Holcombe Blvd.","Houston","TX","77030"
"7554","Miami Dade College","mdc","300 NE 2nd Ave","Miami","FL","33132"
"7555","Meadville-Lombard Theological School","meadville","610 S. Michigan Avenue","Chicago","IL","60605"
"7556","Medgar Evers College of the City University of New York","mec","1650 Bedford Ave","Brooklyn","NY","11225"
"7557","Maine College of Art","meca","97 Spring St","Portland","ME","4101"
"7558","Mountain Empire Community College","mecc","3441 Mountain Empire Road","Big Stone Gap","VA","24219"
"7559","Mech-Tech College","mechtech","Calle B, No. 39-40 , Caguas West Industrial Park","Caguas","PR","725"
"7560","Mater Ecclesiae College","mecollege","60 Austin Avenue","Greenville","RI","2828"
"7561","Montessori Education Center of the Rockies","mecr","4745 Walnut Street","Boulder","CO","80301"
"7562","Medaille College","medaille","18 Agassiz Circle","Buffalo","NY","14214"
"7563","Medcenter One College of Nursing","medcenterone","512 North 7th Street","Bismarck","ND","58501"
"7564","MedCentral College of Nursing","medcentral","335 Glessner Ave","Mansfield","OH","44903"
"7565","Vet Tech Institute","medianschool","125 Seventh St","Pittsburgh","PA","15222"
